loss,dense_4_loss,dense_1_loss,dense_3_loss,dense_4_accuracy,dense_1_accuracy,dense_3_accuracy,val_loss,val_dense_4_loss,val_dense_1_loss,val_dense_3_loss,val_dense_4_accuracy,val_dense_1_accuracy,val_dense_3_accuracy
1.2308152914047241,0.9020556211471558,0.513224184513092,0.5826392769813538,0.6790689826011658,0.8263103365898132,0.8015000224113464,0.181829571723938,0.1370222121477127,0.07478877902030945,0.07456903904676437,0.9649999737739563,0.9794999957084656,0.9804999828338623
0.22805973887443542,0.15835334360599518,0.11042710393667221,0.12192714214324951,0.9532758593559265,0.9658275842666626,0.9632930755615234,0.09173796325922012,0.06445088237524033,0.04151136055588722,0.04944554343819618,0.9810000061988831,0.9904999732971191,0.9860000014305115
0.14828473329544067,0.10002347081899643,0.07743145525455475,0.08343939483165741,0.9693620800971985,0.9761379361152649,0.9753103256225586,0.07803594321012497,0.05140689015388489,0.05144771561026573,0.037315770983695984,0.9869999885559082,0.9860000014305115,0.9904999732971191
0.11231134831905365,0.07381099462509155,0.06234341487288475,0.06599101424217224,0.9776034355163574,0.9805689454078674,0.980362057685852,0.09924981743097305,0.07716904580593109,0.032695889472961426,0.040906719863414764,0.9754999876022339,0.9925000071525574,0.9900000095367432
0.10103092342615128,0.06632530689239502,0.05727159231901169,0.05841384828090668,0.9801551699638367,0.9832586050033569,0.9824310541152954,0.05710313841700554,0.03664016351103783,0.03944765776395798,0.02876228466629982,0.9890000224113464,0.9894999861717224,0.9929999709129333
0.09119518846273422,0.05940629914402962,0.051704041659832,0.054258815944194794,0.981482744216919,0.9843620657920837,0.9838448166847229,0.057364463806152344,0.038046229630708694,0.040565747767686844,0.023828383535146713,0.9919999837875366,0.9919999837875366,0.9940000176429749
0.07621636986732483,0.0491611510515213,0.044298697263002396,0.04588547348976135,0.9849827289581299,0.9863793253898621,0.9862930774688721,0.05622337386012077,0.038160160183906555,0.03330608829855919,0.026904625818133354,0.9900000095367432,0.9925000071525574,0.9929999709129333
0.06963367760181427,0.044664569199085236,0.04081299155950546,0.042417436838150024,0.9857586026191711,0.9876896739006042,0.9870862364768982,0.07177066802978516,0.04904744029045105,0.044744767248630524,0.03099929355084896,0.9890000224113464,0.9915000200271606,0.9925000071525574
0.0682021975517273,0.043946411460638046,0.040117792785167694,0.04073461517691612,0.9859827756881714,0.9882931113243103,0.987500011920929,0.050230033695697784,0.03303777053952217,0.0325201079249382,0.024787455797195435,0.9934999942779541,0.9925000071525574,0.9955000281333923
0.0602412112057209,0.0380956307053566,0.0380181223154068,0.03580045700073242,0.9878793358802795,0.9883965253829956,0.9891896843910217,0.03839265927672386,0.02389582060277462,0.026753442361950874,0.021569347009062767,0.9950000047683716,0.9940000176429749,0.9934999942779541
0.05733241140842438,0.036181170493364334,0.03446435555815697,0.03603977710008621,0.9888620972633362,0.9899482727050781,0.9894655346870422,0.04529786854982376,0.02977556735277176,0.027858277782797813,0.023882722482085228,0.9919999837875366,0.9934999942779541,0.9955000281333923
0.053350891917943954,0.03365494683384895,0.032412923872470856,0.03324027732014656,0.9896379113197327,0.9902586340904236,0.9899482727050781,0.05530310049653053,0.03672853112220764,0.030167771503329277,0.0317474827170372,0.9915000200271606,0.9940000176429749,0.9929999709129333
0.04827410355210304,0.030408184975385666,0.03032374382019043,0.029229411855340004,0.9901379346847534,0.9908448457717896,0.9912413954734802,0.048360034823417664,0.02935182861983776,0.035803962498903275,0.02755674161016941,0.9915000200271606,0.9925000071525574,0.9940000176429749
0.04499610885977745,0.027549289166927338,0.030187228694558144,0.027968890964984894,0.9909655451774597,0.9904999732971191,0.9913793206214905,0.04957308620214462,0.03387578949332237,0.029901761561632156,0.022422559559345245,0.9915000200271606,0.9940000176429749,0.9955000281333923
0.046144261956214905,0.02905561774969101,0.028343018144369125,0.02861904166638851,0.9911896586418152,0.991068959236145,0.9914827346801758,0.041665218770504,0.02318655140697956,0.03273319825530052,0.0288623608648777,0.9950000047683716,0.9940000176429749,0.9934999942779541
0.04260603338479996,0.026358304545283318,0.026767663657665253,0.02739139273762703,0.9917930960655212,0.9914655089378357,0.9921379089355469,0.03965954855084419,0.02315334789454937,0.03585350513458252,0.019167164340615273,0.9955000281333923,0.9915000200271606,0.9955000281333923
0.040329333394765854,0.02508431486785412,0.025470616295933723,0.0253460630774498,0.9916896820068359,0.992293119430542,0.9924138188362122,0.06248976290225983,0.04106811061501503,0.03517059236764908,0.03623489290475845,0.9915000200271606,0.9925000071525574,0.9925000071525574
0.03862284868955612,0.024168888106942177,0.024173950776457787,0.024006055667996407,0.992293119430542,0.9926551580429077,0.992258608341217,0.040232688188552856,0.02619319222867489,0.026250498369336128,0.020547833293676376,0.9944999814033508,0.9965000152587891,0.9950000047683716
0.0375235453248024,0.022871624678373337,0.024417581036686897,0.024422116577625275,0.9924138188362122,0.9924138188362122,0.9926034212112427,0.06546423584222794,0.04483427107334137,0.03843306377530098,0.03033348359167576,0.9919999837875366,0.9934999942779541,0.9940000176429749
0.034500595182180405,0.020774997770786285,0.02304532751441002,0.022706663236021996,0.9931551814079285,0.9930172562599182,0.992879331111908,0.0395163968205452,0.024512453004717827,0.031157707795500755,0.018855439499020576,0.9944999814033508,0.9934999942779541,0.9959999918937683
